Аптека;Товар;Изготовитель;Страна;Штрихкод;Цена розничная;Цена закупочная;Цена завода с НДС;Цена реестра;Остаток;Сумма опт;Срок годности;Серия;Сертификат;Дата сертификата;Орган сертификации;Срок действия сертификата;Регистрационные номер;НГТД;Номер документа поставщика;Дата документа поставщика;Документ поставки;Поставщик;НДС;Наценка;Группа;Отдел
Аптека №210;Разо 20мг таб п/о №30;Др.Реддиc Лабораторис Лтд;Индия/Россия;8901148233911;454;377,365;0;0;1;377,365;01.06.2020;C703523;РОСС IN.ФМ15.Д42609;29.09.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;30.06.2020;;10002010/031017/0066;КЗН00561065;28.11.2017;Приход от поставщика №КЗН00561065;Пульс Казань ООО;10;20,307924688299;;1;
Аптека №210;Анаприлин 40мг таб №56 RENEWAL;Обновление ПФК ЗАО;Россия;4603988013527;41;30,22;27,37;24,88;1;30,22;01.06.2021;40517;РОСС RU.РА01.Д94313;30.05.2017;Росаккредитация;01.06.2021;;;658376-17;28.11.2017;Приход от поставщика №658376-17;Катрен НПК АО;10;39,389067524116;ЖНВЛС;1;
Аптека №210;Гипотиазид (табл. 100 мг №20);Хиноин ЗАО;Венгрия;5997086102610;100;78,45;73,68;67,08;1;78,45;01.09.2020;7V009;РОСС HU.ФМ08.Д79353;17.10.2017;ОЦКК;01.09.2020;;10113110/121017/0136847;658376-17;28.11.2017;Приход от поставщика №658376-17;Катрен НПК АО;10;29,248099891422;ЖНВЛС;1;
Аптека №210;Сартавель 160мг капс №30 1+1;Озон;Россия;4607027766672;474;390,99;390,99;0;1;390,99;01.06.2020;010517;РОСС RU.РА01.Д95919;26.06.2017;Росаккредитация;01.06.2020;;;658376-17;28.11.2017;Приход от поставщика №658376-17;Катрен НПК АО;10;21,230722013351;;1;
Аптека №210;Сотагексал 160мг таб №20;Салютас Фарма ГмбХ;Польша;4030855001378;155;120,43;117,03;106,7;4;481,72;01.12.2021;GY6037;POCC DE.ФМ08.Д62852;23.05.2017;ОЦКК;01.12.2021;;10130060/260517/0009432/01;658376-17;28.11.2017;Приход от поставщика №658376-17;Катрен НПК АО;10;29,539434333077;ЖНВЛС;1;
Аптека №210;Экламиз 0,01+0,02 /1+1/ таб №30;Озон;Россия;4607027768522;739;640,11;640,11;0;1;640,11;01.10.2020;010917;РОСС RU.РА01.Д02162;03.10.2017;Росаккредитация;01.10.2020;;;658376-17;28.11.2017;Приход от поставщика №658376-17;Катрен НПК АО;10;15,448907219072;;1;
Аптека №210;Novosvit aqua-гель гиалур кислота/коллаген 25мл;Народные Промыслы;Россия;4607086564578;129;89,26;89,25;0;1;89,26;01.08.2019;082019;RU Д-RU.ПК08.В.04820;11.12.2015;ПК08;11.12.2025;;;658376-17;28.11.2017;Приход от поставщика №658376-17;Катрен НПК АО;18;44,521622227201;;2;
Аптека №210;Крем пх д/рук menalind 200мл;Пауль Хартманн;Германия;4049500112925;309;256,06;0;0;1;256,06;01.05.2019;9950330;TC N RU Д-DE КМ01 В0;23.09.2017;ТАМОЖЕННЫЙ СОЮЗ РЕСПУБЛИКИ БЕЛАРУСЬ,РЕСПУБЛИКИ КАЗАХСТАН И РФ;01.01.1900;0;10130142/130115/0000;36846;28.11.2017;Приход от поставщика №36846;Практика Мед ООО;18;20,674841833945;;2;
Аптека №210;Салфетка пх марлевая Стерилюкс ес стерильная 5х5 см №5;Пауль Хартманн;Китай;4052199004099;17;11,88;0;0;5;59,4;01.04.2022;2321810;РОСС DE МП18 Д01270;19.07.2018;МП18 ООО "ЦЕНТР СЕРТИФИКАЦИИ И ДЕКЛАРИРОВАНИЯ ";01.01.1900;0;10130182/080615/0006;36846;28.11.2017;Приход от поставщика №36846;Практика Мед ООО;10;43,097643097643;;1;
Аптека №210;Вата Матопат Зиг-Заг н/ст 50г;Белла ООО;Россия;5900516402174;29;18,246666666667;0;0;1;18,246666666667;01.10.2022;01.10.2022, РОССИЯ;ФСР 2010/09636;01.01.1900;Росздравнадзор;01.01.1900;;;BV00050314;23.11.2017;Приход от поставщика №BV00050314;Белла Волга ООО;10;58,93313847278;;1;
Аптека №210;Перчатки смотр одноразового использования н/ст под товарным знаком matopat: ambuleх p латексные неопудренные размер m по 10 /5 пар/;TZMO З.А.;;5900516850753;60;45,515;0;0;1;45,515;01.11.2020;01.11.2020, 10113110/010916/00;№ФСЗ 2007/00788;01.01.1900;Росздравнадзор;01.01.1900;;10113110/010916/0044;BV00050314;23.11.2017;Приход от поставщика №BV00050314;Белла Волга ООО;10;31,824673184664;;1;
Аптека №210;Тампоны tampo белла премиум comfort супер+ №16;ТЗМО С.А.;Польша;5900516320324;139;93,95;0;0;1;93,95;01.10.2021;01.10.2021, 10113110/080717/00;101.кс1056;01.01.1900;ВНИИС;01.01.1900;;10113110/080717/0085;BV00050314;23.11.2017;Приход от поставщика №BV00050314;Белла Волга ООО;18;47,951037786056;;2;
Аптека №210;Аквадетрим /витамин Д3/ 15000МЕ/мл 10мл;Медана Фарма А.О.;Польша;5907529413241;204;161,45666666667;159,56;145,36;1;161,45666666667;01.06.2020;100617;РОСС PL.ФВ14.Д48878;18.08.2017;ОС ЗАО "Техкачество";01.06.2020;;10013042/220817/0001;КЗН00563853;29.11.2017;Приход от поставщика №КЗН00563853;Пульс Казань ООО;10;26,662906325729;ЖНВЛС;1;
Аптека №210;Викс Актив Синекс 0,05% спрей назальный 15мл;Проктер энд Гэмбл Мануфэкчуринг ГмбХ;Германия;5011321748767;244;189,055;0;0;1;189,055;01.08.2019;6267028831;РОСС DE.ФМ15.Д21359;23.11.2016;ОСП ООО "Окружной центр контроля качества" г. Москва;31.08.2019;;10130030/241116/0005;КЗН00563853;29.11.2017;Приход от поставщика №КЗН00563853;Пульс Казань ООО;10;29,062971093068;;1;
Аптека №210;Конкор 10мг таб п/о №30;Мерк;Германия;4022536645902;344;269,105;262,53;238,96;2;538,21;01.01.2022;231659;РОСС DE.ФM08.Д67803;10.07.2017;ООО "Окружной центр контроля качества" г. Москва;23.01.2022;;10013140/110717/0000;КЗН00563853;29.11.2017;Приход от поставщика №КЗН00563853;Пульс Казань ООО;10;28,528168209347;ЖНВЛС;1;
Аптека №210;Коронал 0,005 п/плен/оболоч таб №30;Зентива а.с./Санека Фармасьюти;Словакия;8584005101105;131;103,42;95,11;86,46;2;206,84;01.04.2020;3250517;РОСС SK.ФM08.Д66473;27.06.2017;ООО "Окружной центр контроля качества" г. Москва;30.04.2020;;10113110/270617/0080;КЗН00563853;29.11.2017;Приход от поставщика №КЗН00563853;Пульс Казань ООО;10;28,999221920804;ЖНВЛС;1;
Аптека №210;Лактагель гель ваг 5мл №7;Рольф Куллгрен АБ;Швеция;7315514600114;679;589,38;0;0;1;589,38;01.12.2019;16-088A;ФСЗ 2010/08335;13.11.2010;ФС по надзору в сфере здравоохранения и социального развития;01.01.1900;;10130032/270617/0004;КЗН00563853;29.11.2017;Приход от поставщика №КЗН00563853;Пульс Казань ООО;10;15,205809494723;;1;
Аптека №210;Микардис 80мг таб №28;Берингер Ингельхайн;Германия;9006968010359;1024;889,28;0;0;1;889,28;01.02.2021;744054;РОСС GR.ФM08.Д67438;06.07.2017;ООО "Окружной центр контроля качества" г. Москва;28.02.2021;;10013140/060717/0000;КЗН00563853;29.11.2017;Приход от поставщика №КЗН00563853;Пульс Казань ООО;10;15,149334292911;Стоп Цена;1;
Аптека №210;Моночинкве 40мг таб №30;Берлин-Хеми/Менарини Фарма ГмбХГермания;Германия;4013054001370;191;147,59;147,13;135,29;1;147,59;01.11.2021;64027;РОСС DE.ФM08.Д61318;11.05.2017;ООО "Окружной центр контроля качества" г. Москва;01.11.2021;;10113110/110517/0056;КЗН00563853;29.11.2017;Приход от поставщика №КЗН00563853;Пульс Казань ООО;10;29,504519812411;ЖНВЛС;1;
Аптека №210;Омепразол-Тева 20мг капс №14;Тева;Испания;3850114230865;50;36,27;35,46;32,4;1;36,27;01.09.2018;04452;РОСС ES.ФМ15.Д25642;23.01.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.09.2018;;10130030/250117/0000;КЗН00563853;29.11.2017;Приход от поставщика №КЗН00563853;Пульс Казань ООО;10;38,719684151156;ЖНВЛС;1;
Аптека №210;Прадакса 0,11 капс №30;Берингер Ингельхайн;Германия;9006968005126;1754;1582,75;1693,6;1638,6;1;1582,75;01.04.2020;703790;РОСС DE.ФM08.Д68733;18.07.2017;ООО "Окружной центр контроля качества" г. Москва;30.04.2020;;10013140/180717/0000;КЗН00563853;29.11.2017;Приход от поставщика №КЗН00563853;Пульс Казань ООО;10;10,111596598961;ЖНВЛС,Стоп Цена;1;
Аптека №210;Розувастатин 20мг таб п/о №30;Северная звезда ЗАО;Россия;4690655008184;379;315,54;0;0;1;315,54;01.03.2020;30317;РОСС RU.ФМ03.Д22836;13.04.2017;ООО "ОЦС Северо-Запад" г. Санкт-Петербург;01.03.2020;;;КЗН00563853;29.11.2017;Приход от поставщика №КЗН00563853;Пульс Казань ООО;10;20,111554794955;;1;
Аптека №210;Стрептоцид растворимый 5% линимент 30г;Нижфарм;Россия;4601026065163;90;61,855;0;0;2;123,71;01.04.2021;120417;РОСС RU.ФМ11.Д82187;12.04.2017;ООО "ФОРМАТ КАЧЕСТВА";05.04.2021;;;КЗН00563853;29.11.2017;Приход от поставщика №КЗН00563853;Пульс Казань ООО;10;45,501576267076;;1;
Аптека №210;Торасемид канон 10мг таб №20;Канонфарма продaкшн;Россия;4606486020899;194;148,01;0;0;1;148,01;01.10.2019;200917;РОСС RU.МП25.Д95339;26.09.2017;ООО "Центр ЭКСПЕРТФАРМ";01.10.2019;;;КЗН00563853;29.11.2017;Приход от поставщика №КЗН00563853;Пульс Казань ООО;10;31,072224849672;;1;
Аптека №210;Вобэнзим таб п/о №200;Мукос Эмульсионс Гмб;Германия;4030142016207;1804;1636,67;1636,668;0;1;1636,67;01.09.2019;3K7034000;POCC DE.ФB14.Д55607;01.01.1900;ЗАО "ТЕХКАЧЕСТВО";01.09.2019;;10013060/100717/0000626;84525419-001;30.11.2017;Приход от поставщика №84525419-001;Протек ЗАО;10;10,22380809815;Стоп Цена;1;
Аптека №210;Карнитина хлорид 10% 5мл амп №10;ФГБУ "Российский кардиологический научно-производственный комплекс";Россия;4601582000264;249;203,423;193,732;0;7;1423,961;01.06.2021;020617;POCC RU.ФM11.Д88604;01.01.1900;ООО "Формат качества";01.06.2021;;;84525419-001;30.11.2017;Приход от поставщика №84525419-001;Протек ЗАО;10;22,405037778422;;1;
Аптека №210;Цефекон Д 250мг свечи детс №10;Нижфарм ОАО;Россия;4601026301773;53;37,74;39,457;40,25;1;37,74;01.03.2020;230417;POCC RU.ФM11.Д82744;01.01.1900;ООО "Формат качества";08.04.2020;;;84525419-001;30.11.2017;Приход от поставщика №84525419-001;Протек ЗАО;10;38,675013305624;ЖНВЛС;1;
Аптека №210;Цитрамон П Renewal таб №20;Обновление ПФК ЗАО;Россия;4603988010601;54;36,884;35,123;0;2;73,768;01.07.2021;310617;POCC RU.PA01.Д95740;01.01.1900;Росаккредитация;01.07.2021;;;84525419-001;30.11.2017;Приход от поставщика №84525419-001;Протек ЗАО;10;46,404945233706;;1;
Аптека №210;Диротон 10мг таб №28;Гедеон Рихтер;Россия;4605469001689;314;249,17;249,76;227,05;1;249,17;01.02.2020;880517;РОСС RU.ФВ14.Д43735;08.06.2017;Техкачество,ЗАО;01.02.2020;;;659331-17;29.11.2017;Приход от поставщика №659331-17;Катрен НПК АО;10;25,957438289524;ЖНВЛС;1;
Аптека №210;Натрия хлорид 0,9% р-р д/инф 200мл №28;Мосфарм ООО;Россия;4607116940020;754;637,23;584,89;552,62;0,64285714285714;409,647857142855;01.09.2020;2070917;РОСС RU.ФМ08.Д78469;10.10.2017;ОЦКК;01.09.2020;;;659331-17;29.11.2017;Приход от поставщика №659331-17;Катрен НПК АО;10;19,964437757527;Делимый товар,ЖНВЛС;1;
Аптека №210;Нурофен 60мг свечи детс рект №10;Фамар С.А. (Рекитт Бенкизер Хелскэр);Греция;5000158101470;111;86,98;80,29;72,99;1;86,98;31.07.2019;1707918;РОСС GR.ФВ14.Д48598;15.08.2017;Техкачество,ЗАО;31.07.2019;;10013140/150817/0002674/1;659331-17;29.11.2017;Приход от поставщика №659331-17;Катрен НПК АО;10;29,916925108047;ЖНВЛС;1;
Аптека №210;Новосвит крем butter д/рук д-пантенол/масло кокоса 40мл;Народные Промыслы;Россия;4607086566756;89;60,99;60,99;0;1;60,99;01.07.2019;072019;RU Д-RU.ПК08.В.04111;03.04.2015;ПК08;03.04.2025;;;659331-17;29.11.2017;Приход от поставщика №659331-17;Катрен НПК АО;18;45,92556156747;;2;
Аптека №210;Салфетка стер двухслойные 45х29 №5;Медтекс;Россия;4602737000191;36;24,286666666667;21,89;0;2;48,573333333334;01.06.2022;53/0617;RU.АГ58.Д02051;26.08.2016;ФГУ "НИИ ФХМ" ФМБА России;25.08.2019;;--;946068;30.11.2017;Приход от поставщика №946068;Агроресурсы ООО;10;48,229481196816;;1;
